GCA_005286985.2_CM016553.2_004656.1	IPR011009	Gene3D_IPR038408:40-142;Gene3D_IPR038408:173-275;Pfam_IPR001245:398-666;ProSiteProfiles_IPR000719:395-681;Pfam_IPR002902:45-140;Pfam_IPR002902:186-273;SMART_IPR000719:395-671;ProSiteProfiles_IPR002902:167-275;Pfam_IPR021820:668-711;ProSiteProfiles_IPR002902:39-142;SUPERFAMILY_IPR011009:378-693	PF07714:398-666;PF01657:45-140;PF01657:186-273;PF11883:668-711	3.30.430.20:40-142;3.30.430.20:173-275;1.10.510.10:471-676;3.30.200.20:359-470	SSF56112:378-693	SM00220:395-671	PS50011:395-681;PS51473:167-275;PS51473:39-142	cd14066:401-666	
GCA_005286985.2_CM016556.2_002884.1	IPR011009	Pfam_IPR000719:76-340;ProSiteProfiles_IPR000719:75-358;SUPERFAMILY_IPR011009:56-344	PF00069:76-340	3.30.200.20:50-150;1.10.510.10:152-357	SSF56112:56-344		PS50011:75-358		
GCA_005286985.2_CM016556.2_003464.1	IPR011009	Pfam_IPR000719:9-257;SMART_IPR000719:7-257;SUPERFAMILY_IPR011009:4-288;ProSiteProfiles_IPR000719:7-257	PF00069:9-257	1.10.510.10:2-305	SSF56112:4-288	SM00220:7-257	PS50011:7-257	cd06606:6-257	
GCA_005286985.2_CM016554.2_002570.1	IPR011009	SMART_IPR000742:260-310;SMART_IPR000742:314-354;Pfam_IPR025287:31-85;SMART_IPR000719:428-698;Pfam_IPR000719:432-691;SMART_IPR001881:311-354;Pfam_IPR049883:312-350;ProSiteProfiles_IPR000719:428-698;SUPERFAMILY_IPR011009:406-702	PF13947:31-85;PF00069:432-691;PF07645:312-350	3.30.200.20:400-503;1.10.510.10:505-704;2.10.25.10:261-353	SSF57196:311-347;SSF56112:406-702	SM00181:260-310;SM00181:314-354;SM00220:428-698;SM00179:311-354	PS50011:428-698	cd00054:311-343	
GCA_005286985.2_CM016559.2_002581.1	IPR011009	ProSiteProfiles_IPR000719:46-304;SMART_IPR000719:46-304;ProSiteProfiles_IPR002048:457-488;Pfam_IPR000719:46-304;SUPERFAMILY_IPR011009:43-314;ProSiteProfiles_IPR002048:383-418;Pfam_IPR002048:422-483;Pfam_IPR002048:352-411;SMART_IPR002048:351-379;SMART_IPR002048:387-415;SMART_IPR002048:423-451;SMART_IPR002048:457-485;ProSiteProfiles_IPR002048:347-382;SUPERFAMILY_IPR011992:344-484;CDD_IPR002048:424-483;CDD_IPR002048:352-411;ProSiteProfiles_IPR002048:419-454	PF00069:46-304;PF13499:422-483;PF13499:352-411	1.10.238.10:308-414;3.30.200.20:48-131;1.10.510.10:132-307;1.10.238.10:417-507	SSF56112:43-314;SSF47473:344-484	SM00220:46-304;SM00054:351-379;SM00054:387-415;SM00054:423-451;SM00054:457-485	PS50011:46-304;PS50222:457-488;PS50222:383-418;PS50222:347-382;PS50222:419-454	cd05117:45-303;cd00051:424-483;cd00051:352-411	
GCA_005286985.2_CM016558.2_000549.1	IPR011009	SUPERFAMILY_IPR011009:157-452;SMART_IPR000719:178-449;ProSiteProfiles_IPR000719:178-457;Pfam_IPR000719:179-445	PF00069:179-445	1.10.510.10:254-459;3.30.200.20:161-253	SSF56112:157-452	SM00220:178-449	PS50011:178-457	cd14066:184-450	
GCA_005286985.2_CM016556.2_003882.1	IPR011009	SUPERFAMILY_IPR011009:7-257;ProSiteProfiles_IPR000719:1-255;Pfam_IPR000719:108-236	PF00069:108-236	3.30.200.20:5-73;1.10.510.10:90-249	SSF56112:7-257		PS50011:1-255		
GCA_005286985.2_CM016553.2_001889.1	IPR011009	ProSiteProfiles_IPR002902:140-248;SMART_IPR000719:340-577;ProSiteProfiles_IPR000719:340-577;Pfam_IPR000719:341-540;ProSiteProfiles_IPR002902:27-131;Gene3D_IPR038408:142-248;Gene3D_IPR038408:27-130;Pfam_IPR002902:33-128;Pfam_IPR002902:154-245;SUPERFAMILY_IPR011009:323-543	PF00069:341-540;PF01657:33-128;PF01657:154-245	3.30.200.20:310-415;1.10.510.10:416-558;3.30.430.20:142-248;3.30.430.20:27-130	SSF56112:323-543	SM00220:340-577	PS51473:140-248;PS50011:340-577;PS51473:27-131	cd14066:346-550	
GCA_005286985.2_CM016554.2_002213.1	IPR011009	PRINTS_IPR002347:200-219;PRINTS_IPR002347:33-50;PRINTS_IPR002347:222-239;PRINTS_IPR002347:110-121;Pfam_IPR002347:33-244;SMART_IPR000719:735-1012;Pfam_IPR001245:738-941;ProSiteProfiles_IPR000719:735-1030;SUPERFAMILY_IPR036291:34-285;SUPERFAMILY_IPR011009:717-1012	PF00106:33-244;PF07714:738-941	3.40.50.720:19-286;3.30.200.20:721-815;1.10.510.10:816-1031	SSF51735:34-285;SSF56112:717-1012	SM00220:735-1012	PS50011:735-1030	cd05325:35-285;cd14066:741-1010	PR00081:200-219;PR00081:33-50;PR00081:222-239;PR00081:110-121
GCA_005286985.2_CM016554.2_002448.1	IPR011009	Gene3D_IPR036576:174-246;SUPERFAMILY_IPR011009:14-140;Pfam_IPR003657:185-245;ProSiteProfiles_IPR003657:185-242;SUPERFAMILY_IPR036576:182-245;Pfam_IPR000719:32-133;ProSiteProfiles_IPR000719:1-269;SMART_IPR003657:184-246	PF03106:185-245;PF00069:32-133	2.20.25.80:174-246;1.10.510.10:3-156	SSF56112:14-140;SSF118290:182-245	SM00774:184-246	PS50811:185-242;PS50011:1-269		
