GCA_005286985.2_CM016555.2_001639.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR045766:31-140;Pfam_IPR000719:238-502;Gene3D_IPR036537:20-134;SMART_IPR000719:237-511;ProSiteProfiles_IPR000719:237-508;SUPERFAMILY_IPR011009:220-518	PF19584:31-140;PF00069:238-502	1.20.930.20:20-134;1.10.510.10:310-512;3.30.200.20:205-309	SSF56112:220-518	SM00220:237-511	PS50011:237-508	cd21037:28-149;cd14066:243-507	
GCA_005286985.2_CM016559.2_001218.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR045766:18-108;Pfam_IPR001245:184-282;SUPERFAMILY_IPR011009:162-283;Gene3D_IPR036537:6-118;ProSiteProfiles_IPR000719:180-284	PF19584:18-108;PF07714:184-282	1.20.930.20:6-118;3.30.200.20:143-251	SSF56112:162-283		PS50011:180-284	cd21037:11-132	
GCA_005286985.2_CM016559.2_001593.1	IPR036537	IPR000719,IPR011009	SUPERFAMILY_IPR011009:197-486;Gene3D_IPR036537:3-121;ProSiteProfiles_IPR000719:215-486;SMART_IPR000719:215-480;Pfam_IPR000719:217-417	PF00069:217-417	3.30.200.20:191-295;1.20.930.20:3-121;1.10.510.10:296-490	SSF56112:197-486	SM00220:215-480	PS50011:215-486	cd21037:11-136	
GCA_005286985.2_CM016554.2_003491.1	IPR010632	IPR000719,IPR011009	Pfam_IPR010632:137-346;ProSiteProfiles_IPR000719:338-624;Pfam_IPR001245:380-616;SUPERFAMILY_IPR011009:366-640	PF06760:137-346;PF07714:380-616	1.10.510.10:358-625	SSF56112:366-640		PS50011:338-624		
GCA_005286985.2_CM016558.2_003573.1	IPR036537	IPR000719,IPR011009	Gene3D_IPR036537:73-186;SUPERFAMILY_IPR011009:309-586;ProSiteProfiles_IPR000719:311-590;Pfam_IPR000719:358-583	PF00069:358-583	1.20.930.20:73-186;1.10.510.10:385-593;3.30.200.20:300-383	SSF56112:309-586		PS50011:311-590	cd21037:74-206	
GCA_005286985.2_CM016559.2_001226.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:221-504;SUPERFAMILY_IPR011009:204-498;Pfam_IPR000719:222-496;Pfam_IPR045766:21-120;Gene3D_IPR036537:12-125;SMART_IPR000719:221-498	PF00069:222-496;PF19584:21-120	3.30.200.20:193-296;1.20.930.20:12-125;1.10.510.10:297-510	SSF56112:204-498	SM00220:221-498	PS50011:221-504	cd21037:18-140	
GCA_005286985.2_CM016553.2_004161.1	IPR036537,IPR045766	IPR000719,IPR011009	SMART_IPR000719:190-503;SUPERFAMILY_IPR011009:178-509;ProSiteProfiles_IPR000719:190-504;Pfam_IPR000719:192-411;Gene3D_IPR036537:5-127;Pfam_IPR045766:22-136	PF00069:192-411;PF19584:22-136	1.20.930.20:5-127;3.30.200.20:157-271;1.10.510.10:273-501	SSF56112:178-509	SM00220:190-503	PS50011:190-504	cd21037:19-143	
GCA_005286985.2_CM016558.2_000058.1	IPR036537,IPR045766	IPR000719,IPR011009	SUPERFAMILY_IPR011009:287-578;Pfam_IPR045766:26-146;Pfam_IPR045766:146-237;Gene3D_IPR036537:141-244;Gene3D_IPR036537:14-131;SMART_IPR000719:307-580;Pfam_IPR001245:312-573;ProSiteProfiles_IPR000719:307-580	PF19584:26-146;PF19584:146-237;PF07714:312-573	3.30.200.20:278-381;1.20.930.20:141-244;1.20.930.20:14-131;1.10.510.10:383-604	SSF56112:287-578	SM00220:307-580	PS50011:307-580	cd21037:22-145;cd21037:145-241;cd14066:313-578	
GCA_005286985.2_CM016554.2_002596.1	IPR036537,IPR045766	IPR000719,IPR011009	SMART_IPR000719:260-568;Pfam_IPR000719:261-556;SUPERFAMILY_IPR011009:244-561;ProSiteProfiles_IPR000719:260-567;Pfam_IPR045766:24-139;Gene3D_IPR036537:10-126	PF00069:261-556;PF19584:24-139	1.10.510.10:340-568;3.30.200.20:239-339;1.20.930.20:10-126	SSF56112:244-561	SM00220:260-568	PS50011:260-567	cd21037:21-144	
GCA_005286985.2_CM016560.2_002304.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR001245:169-389;Gene3D_IPR036537:12-119;ProSiteProfiles_IPR000719:164-450;SUPERFAMILY_IPR011009:144-446;Pfam_IPR045766:22-123	PF07714:169-389;PF19584:22-123	1.10.510.10:240-455;3.30.200.20:140-239;1.20.930.20:12-119	SSF56112:144-446		PS50011:164-450	cd21037:19-128	
GCA_005286985.2_CM016559.2_001596.1	IPR036537	IPR000719,IPR011009	ProSiteProfiles_IPR000719:197-453;Gene3D_IPR036537:5-120;Pfam_IPR001245:220-446;SMART_IPR000719:197-447;SUPERFAMILY_IPR011009:179-453	PF07714:220-446	1.20.930.20:5-120;3.30.200.20:172-256;1.10.510.10:269-463	SSF56112:179-453	SM00220:197-447	PS50011:197-453	cd21037:11-121	
GCA_005286985.2_CM016559.2_001621.1	IPR036537	IPR000719,IPR011009	Gene3D_IPR036537:1-115;SMART_IPR002867:704-774;Pfam_IPR002867:706-774;Pfam_IPR000719:206-493;Gene3D_IPR013083:634-713;ProSiteProfiles_IPR000719:198-500;ProSiteProfiles_IPR044066:636-778;SUPERFAMILY_IPR011009:206-496	PF01485:706-774;PF00069:206-493	1.20.930.20:1-115;1.10.510.10:289-523;3.30.40.10:634-713;3.30.200.20:177-271	SSF57850:636-706;SSF56112:206-496	SM00647:704-774	PS50011:198-500;PS51873:636-778	cd21037:6-141	
GCA_005286985.2_CM016559.2_001223.1	IPR036537	IPR000719,IPR011009	ProSiteProfiles_IPR000719:171-502;SMART_IPR000719:171-495;Pfam_IPR000719:172-483;SUPERFAMILY_IPR011009:150-496;Gene3D_IPR036537:3-121	PF00069:172-483	1.10.510.10:263-496;3.30.200.20:145-245;1.20.930.20:3-121	SSF56112:150-496	SM00220:171-495	PS50011:171-502	cd21037:10-134	
