GCA_903166285.1_CAESBL010000008.1_001901.1	IPR036537,IPR045766	IPR000719,IPR011009	SUPERFAMILY_IPR011009:183-461;Gene3D_IPR036537:13-120;ProSiteProfiles_IPR000719:171-465;Pfam_IPR001245:183-388;Pfam_IPR045766:22-126	PF07714:183-388;PF19584:22-126	1.20.930.20:13-120;3.30.200.20:141-247;1.10.510.10:248-468	SSF56112:183-461		PS50011:171-465	cd21037:19-149	
GCA_903166285.1_CAESBL010000005.1_001234.1	IPR036537	IPR000719,IPR011009	Pfam_IPR000719:207-433;Gene3D_IPR036537:4-126;SUPERFAMILY_IPR011009:186-499;SMART_IPR000719:207-499;ProSiteProfiles_IPR000719:207-513	PF00069:207-433	1.20.930.20:4-126;1.10.510.10:289-512;3.30.200.20:170-288	SSF56112:186-499	SM00220:207-499	PS50011:207-513	cd21037:11-138	
GCA_903166285.1_CAESBL010000006.1_000052.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR045766:26-142;SUPERFAMILY_IPR011009:355-651;Pfam_IPR001245:380-586;Gene3D_IPR036537:15-132;ProSiteProfiles_IPR000719:376-651;SMART_IPR000719:376-651	PF19584:26-142;PF07714:380-586	1.10.510.10:454-677;3.30.200.20:345-453;1.20.930.20:15-132	SSF56112:355-651	SM00220:376-651	PS50011:376-651	cd14066:382-649;cd21037:22-147	
GCA_903166285.1_CAESBL010000010.1_001544.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:239-507;Pfam_IPR045766:32-145;Gene3D_IPR036537:22-135;SMART_IPR000719:239-510;Pfam_IPR000719:240-449;SUPERFAMILY_IPR011009:222-519	PF19584:32-145;PF00069:240-449	1.20.930.20:22-135;1.10.510.10:309-511;3.30.200.20:201-308	SSF56112:222-519	SM00220:239-510	PS50011:239-507	cd21037:29-152	
GCA_903166285.1_CAESBL010000009.1_001211.1	IPR010632	IPR000719,IPR011009	ProSiteProfiles_IPR000719:223-506;Pfam_IPR001245:265-502;Pfam_IPR010632:22-231;SUPERFAMILY_IPR011009:251-530	PF07714:265-502;PF06760:22-231	1.10.510.10:242-515	SSF56112:251-530		PS50011:223-506		
GCA_903166285.1_CAESBL010000010.1_001140.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:283-554;Gene3D_IPR036537:39-153;Pfam_IPR045766:50-162;SUPERFAMILY_IPR011009:266-563;Pfam_IPR000719:284-547;SMART_IPR000719:283-557	PF19584:50-162;PF00069:284-547	1.20.930.20:39-153;3.30.200.20:248-355;1.10.510.10:356-558	SSF56112:266-563	SM00220:283-557	PS50011:283-554	cd21037:47-168	
GCA_903166285.1_CAESBL010000005.1_000995.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:230-513;Gene3D_IPR036537:9-127;Pfam_IPR045766:24-139;SMART_IPR000719:230-510;Pfam_IPR000719:231-498;SUPERFAMILY_IPR011009:215-501	PF19584:24-139;PF00069:231-498	1.10.510.10:306-512;1.20.930.20:9-127;3.30.200.20:209-305	SSF56112:215-501	SM00220:230-510	PS50011:230-513	cd21037:23-142	
GCA_903166285.1_CAESBL010000003.1_003214.1	IPR010632	IPR000719,IPR011009	SUPERFAMILY_IPR011009:245-525;ProSiteProfiles_IPR000719:231-514;Pfam_IPR010632:23-239;Pfam_IPR001245:273-506	PF06760:23-239;PF07714:273-506	1.10.510.10:252-523	SSF56112:245-525		PS50011:231-514		
GCA_903166285.1_CAESBL010000004.1_002490.1	IPR036537	IPR000719,IPR011009	Gene3D_IPR036537:4-117;SMART_IPR000719:191-495;SUPERFAMILY_IPR011009:175-503;Pfam_IPR000719:192-493;ProSiteProfiles_IPR000719:191-501	PF00069:192-493	1.20.930.20:4-117;3.30.200.20:159-265;1.10.510.10:290-504	SSF56112:175-503	SM00220:191-495	PS50011:191-501	cd21037:9-110	
GCA_903166285.1_CAESBL010000010.1_001356.1	IPR036537,IPR045766	IPR000719,IPR011009	SMART_IPR000719:187-495;SUPERFAMILY_IPR011009:168-493;ProSiteProfiles_IPR000719:187-501;Pfam_IPR045766:19-135;Gene3D_IPR036537:10-127;Pfam_IPR000719:189-408	PF19584:19-135;PF00069:189-408	3.30.200.20:150-270;1.20.930.20:10-127;1.10.510.10:271-501	SSF56112:168-493	SM00220:187-495	PS50011:187-501	cd21037:16-138	
