GCA_023646675.1_CM042716.1_000307.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR045766:23-129;Gene3D_IPR036537:10-122;ProSiteProfiles_IPR000719:239-532;Pfam_IPR000719:240-519;SMART_IPR000719:239-523;SUPERFAMILY_IPR011009:223-523	PF19584:23-129;PF00069:240-519	1.10.510.10:315-539;1.20.930.20:10-122;3.30.200.20:214-314	SSF56112:223-523	SM00220:239-523	PS50011:239-532	cd21037:20-139	
GCA_023646675.1_CM042718.1_000038.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:17-120;Pfam_IPR045766:24-134;SUPERFAMILY_IPR011009:164-410;ProSiteProfiles_IPR000719:186-481;Pfam_IPR001245:188-403	PF19584:24-134;PF07714:188-403	3.30.200.20:156-264;1.20.930.20:17-120;1.10.510.10:265-435	SSF56112:164-410		PS50011:186-481	cd21037:21-133	
GCA_023646675.1_CM042705.1_006094.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:213-483;Gene3D_IPR036537:40-151;Pfam_IPR045766:52-167;SUPERFAMILY_IPR011009:190-472;Pfam_IPR000719:215-470	PF19584:52-167;PF00069:215-470	1.20.930.20:40-151;3.30.200.20:181-306;1.10.510.10:337-477	SSF56112:190-472		PS50011:213-483	cd21037:49-164	
GCA_023646675.1_JAJTTR010000113.1_000031.1	IPR036537,IPR045766	IPR000719,IPR011009	SUPERFAMILY_IPR011009:161-479;Pfam_IPR000719:186-473;Pfam_IPR045766:24-134;ProSiteProfiles_IPR000719:183-484;Gene3D_IPR036537:17-120	PF00069:186-473;PF19584:24-134	1.10.510.10:284-492;3.30.200.20:153-256;1.20.930.20:17-120	SSF56112:161-479		PS50011:183-484	cd21037:21-133	
GCA_023646675.1_CM042714.1_001332.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:216-481;Gene3D_IPR036537:21-139;SUPERFAMILY_IPR011009:196-475;Pfam_IPR045766:37-133;Pfam_IPR001245:219-475	PF19584:37-133;PF07714:219-475	1.20.930.20:21-139;1.10.510.10:290-483;3.30.200.20:189-289	SSF56112:196-475		PS50011:216-481	cd21037:28-153	
GCA_023646675.1_CM042700.1_001803.1	IPR036537	IPR000719,IPR011009	Gene3D_IPR036537:2-119;SUPERFAMILY_IPR011009:162-509;ProSiteProfiles_IPR000719:177-501;Pfam_IPR000719:180-363	PF00069:180-363	1.20.930.20:2-119;3.30.200.20:149-245;1.10.510.10:246-509	SSF56112:162-509		PS50011:177-501	cd21037:11-119	
GCA_023646675.1_CM042705.1_006000.1	IPR036537	IPR000719,IPR011009	Gene3D_IPR036537:49-169;ProSiteProfiles_IPR000719:196-548;Pfam_IPR000719:375-540;SMART_IPR000719:336-542;SUPERFAMILY_IPR011009:323-556	PF00069:375-540	1.20.930.20:49-169;1.10.510.10:373-553	SSF56112:323-556	SM00220:336-542	PS50011:196-548	cd21037:58-181	
GCA_023646675.1_CM042700.1_002376.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:21-133;ProSiteProfiles_IPR000719:187-418;Pfam_IPR045766:36-146;SUPERFAMILY_IPR011009:200-428;Pfam_IPR001245:201-327	PF19584:36-146;PF07714:201-327	1.20.930.20:21-133;3.30.200.20:188-258;1.10.510.10:261-465	SSF56112:200-428		PS50011:187-418	cd21037:30-151	
GCA_023646675.1_CM042713.1_006095.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:23-135;ProSiteProfiles_IPR000719:184-411;Pfam_IPR045766:33-137;Pfam_IPR000719:198-322;SUPERFAMILY_IPR011009:198-437	PF19584:33-137;PF00069:198-322	1.20.930.20:23-135;1.10.510.10:331-452;1.10.510.10:258-330;3.30.200.20:174-256	SSF56112:198-437		PS50011:184-411	cd21037:28-145	
GCA_023646675.1_JAJTTR010000093.1_000001.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR001245:252-461;ProSiteProfiles_IPR000719:251-542;Gene3D_IPR036537:10-129;SMART_IPR000719:251-515;Pfam_IPR045766:24-135;SUPERFAMILY_IPR011009:235-535	PF07714:252-461;PF19584:24-135	3.30.200.20:217-337;1.20.930.20:10-129;1.10.510.10:338-544	SSF56112:235-535	SM00220:251-515	PS50011:251-542	cd21037:23-142	
GCA_023646675.1_CM042713.1_004928.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:277-572;Gene3D_IPR036537:13-124;SUPERFAMILY_IPR011009:260-524;Pfam_IPR001245:311-428;Pfam_IPR045766:24-141	PF07714:311-428;PF19584:24-141	3.30.200.20:243-349;1.20.930.20:13-124;1.10.510.10:350-530	SSF56112:260-524		PS50011:277-572	cd21037:21-138	
GCA_023646675.1_JAJTTR010000128.1_000002.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR000719:250-516;Gene3D_IPR036537:22-136;SUPERFAMILY_IPR011009:232-539;Pfam_IPR045766:33-155;ProSiteProfiles_IPR000719:247-519;SMART_IPR000719:247-519	PF00069:250-516;PF19584:33-155	3.30.200.20:210-319;1.10.510.10:320-531;1.20.930.20:22-136	SSF56112:232-539	SM00220:247-519	PS50011:247-519	cd14066:253-520;cd21037:30-162	
GCA_023646675.1_CM042714.1_007243.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:239-511;Pfam_IPR000719:240-501;Pfam_IPR045766:33-150;SMART_IPR000719:239-504;Gene3D_IPR036537:21-136;SUPERFAMILY_IPR011009:223-516	PF00069:240-501;PF19584:33-150	1.20.930.20:21-136;3.30.200.20:205-309;1.10.510.10:310-517	SSF56112:223-516	SM00220:239-504	PS50011:239-511	cd14066:245-505;cd21037:30-162	
GCA_023646675.1_CM042715.1_001751.1	IPR036537	IPR000719,IPR011009	Pfam_IPR001245:203-459;Gene3D_IPR036537:5-122;ProSiteProfiles_IPR000719:200-465;SUPERFAMILY_IPR011009:180-459	PF07714:203-459	3.30.200.20:173-273;1.10.510.10:274-467;1.20.930.20:5-122	SSF56112:180-459		PS50011:200-465	cd21037:11-136	
GCA_023646675.1_CM042714.1_006481.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:300-563;Pfam_IPR001245:321-455;SUPERFAMILY_IPR011009:283-557;Pfam_IPR045766:24-141;Gene3D_IPR036537:15-124	PF07714:321-455;PF19584:24-141	1.10.510.10:377-563;1.20.930.20:15-124;3.30.200.20:263-376	SSF56112:283-557		PS50011:300-563	cd21037:21-138	
GCA_023646675.1_CM042698.1_002026.1	IPR010632	IPR000719,IPR011009	ProSiteProfiles_IPR000719:217-537;Pfam_IPR010632:22-238;SUPERFAMILY_IPR011009:241-538;Pfam_IPR001245:258-529	PF06760:22-238;PF07714:258-529	1.10.510.10:250-544	SSF56112:241-538		PS50011:217-537		
GCA_023646675.1_CM042706.1_004115.1	IPR010632	IPR000719,IPR011009	Pfam_IPR001245:265-495;SUPERFAMILY_IPR011009:231-512;ProSiteProfiles_IPR000719:223-503;Pfam_IPR010632:23-231	PF07714:265-495;PF06760:23-231	1.10.510.10:234-525	SSF56112:231-512		PS50011:223-503		
GCA_023646675.1_CM042698.1_003780.1	IPR010632	IPR000719,IPR011009	SUPERFAMILY_IPR011009:254-532;Pfam_IPR010632:22-236;ProSiteProfiles_IPR000719:232-532;Pfam_IPR001245:262-524	PF06760:22-236;PF07714:262-524	1.10.510.10:253-540	SSF56112:254-532		PS50011:232-532		
GCA_023646675.1_CM042704.1_003951.1	IPR036537	IPR000719,IPR011009	SUPERFAMILY_IPR011009:195-485;ProSiteProfiles_IPR000719:193-487;Pfam_IPR001245:198-405;Gene3D_IPR036537:8-119	PF07714:198-405	1.10.510.10:275-497;1.20.930.20:8-119;3.30.200.20:169-274	SSF56112:195-485		PS50011:193-487	cd21037:15-133	
GCA_023646675.1_CM042709.1_008464.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR000719:234-493;SMART_IPR000719:229-478;ProSiteProfiles_IPR000719:229-500;Pfam_IPR045766:24-153;SUPERFAMILY_IPR011009:213-497;Gene3D_IPR036537:12-127	PF00069:234-493;PF19584:24-153	1.10.510.10:305-500;1.20.930.20:12-127;3.30.200.20:188-304	SSF56112:213-497	SM00220:229-478	PS50011:229-500	cd21037:23-156	
GCA_023646675.1_CM042701.1_002562.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR000719:240-512;SUPERFAMILY_IPR011009:223-529;Gene3D_IPR036537:21-136;SMART_IPR000719:239-521;ProSiteProfiles_IPR000719:239-521;Pfam_IPR045766:33-154	PF00069:240-512;PF19584:33-154	1.20.930.20:21-136;1.10.510.10:310-528;3.30.200.20:204-309	SSF56112:223-529	SM00220:239-521	PS50011:239-521	cd14066:245-517;cd21037:30-162	
GCA_023646675.1_CM042706.1_002791.1	IPR036537	IPR000719,IPR011009	SMART_IPR000719:243-526;Pfam_IPR000719:244-515;Gene3D_IPR036537:1-116;ProSiteProfiles_IPR000719:243-526;SUPERFAMILY_IPR011009:221-527	PF00069:244-515	1.10.510.10:331-540;1.20.930.20:1-116;3.30.200.20:213-312	SSF56112:221-527	SM00220:243-526	PS50011:243-526	cd21037:10-121	
GCA_023646675.1_CM042714.1_007242.1	IPR036537,IPR045766	IPR000719,IPR011009	SMART_IPR000719:206-480;ProSiteProfiles_IPR000719:206-480;Gene3D_IPR036537:1-101;Pfam_IPR000719:207-472;Pfam_IPR045766:1-115;SUPERFAMILY_IPR011009:191-488	PF00069:207-472;PF19584:1-115	1.10.510.10:279-488;1.20.930.20:1-101;3.30.200.20:174-278	SSF56112:191-488	SM00220:206-480	PS50011:206-480	cd14066:212-476;cd21037:2-116	
GCA_023646675.1_CM042700.1_005247.1	IPR036537	IPR000719,IPR011009	Pfam_IPR000719:239-512;ProSiteProfiles_IPR000719:237-524;SMART_IPR000719:237-516;Gene3D_IPR036537:1-116;SUPERFAMILY_IPR011009:218-524	PF00069:239-512	3.30.200.20:212-310;1.20.930.20:1-116;1.10.510.10:329-539	SSF56112:218-524	SM00220:237-516	PS50011:237-524	cd21037:10-121	
GCA_023646675.1_CM042713.1_003153.1	IPR036537	IPR000719,IPR011009	SMART_IPR000719:287-561;Gene3D_IPR036537:88-205;SUPERFAMILY_IPR011009:272-567;Pfam_IPR000719:292-560;ProSiteProfiles_IPR000719:287-561	PF00069:292-560	3.30.200.20:264-362;1.20.930.20:88-205;1.10.510.10:363-568	SSF56112:272-567	SM00220:287-561	PS50011:287-561	cd21037:95-221	
GCA_023646675.1_CM042717.1_004086.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR001245:218-485;Pfam_IPR045766:24-139;ProSiteProfiles_IPR000719:216-489;SMART_IPR000719:216-467;Gene3D_IPR036537:10-127;SUPERFAMILY_IPR011009:200-486	PF07714:218-485;PF19584:24-139	3.30.200.20:175-291;1.20.930.20:10-127;1.10.510.10:292-489	SSF56112:200-486	SM00220:216-467	PS50011:216-489	cd21037:23-144	
GCA_023646675.1_JAJTTR010000128.1_000005.1	IPR036537,IPR045766	IPR000719,IPR011009	SMART_IPR000719:270-544;Pfam_IPR045766:33-143;Pfam_IPR000719:271-535;ProSiteProfiles_IPR000719:270-544;SUPERFAMILY_IPR011009:253-551;Gene3D_IPR036537:22-136	PF19584:33-143;PF00069:271-535	3.30.200.20:238-342;1.10.510.10:343-551;1.20.930.20:22-136	SSF56112:253-551	SM00220:270-544	PS50011:270-544	cd14066:276-540;cd21037:30-151	
GCA_023646675.1_CM042706.1_000445.1	IPR036537,IPR045766	IPR000719,IPR011009	SMART_IPR000719:237-486;SUPERFAMILY_IPR011009:221-505;Pfam_IPR045766:24-145;ProSiteProfiles_IPR000719:237-508;Pfam_IPR000719:242-502;Gene3D_IPR036537:10-127	PF19584:24-145;PF00069:242-502	3.30.200.20:196-312;1.10.510.10:313-508;1.20.930.20:10-127	SSF56112:221-505	SM00220:237-486	PS50011:237-508	cd21037:23-144	
GCA_023646675.1_CM042699.1_000282.1	IPR036537	IPR000719,IPR011009	SUPERFAMILY_IPR011009:199-495;Pfam_IPR001245:202-412;Gene3D_IPR036537:8-119;ProSiteProfiles_IPR000719:197-497	PF07714:202-412	3.30.200.20:169-278;1.20.930.20:8-119;1.10.510.10:279-506	SSF56112:199-495		PS50011:197-497	cd21037:15-133	
GCA_023646675.1_CM042701.1_004798.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:246-537;Pfam_IPR001245:247-458;Gene3D_IPR036537:9-129;SUPERFAMILY_IPR011009:230-530;Pfam_IPR045766:24-135;SMART_IPR000719:246-530	PF07714:247-458;PF19584:24-135	3.30.200.20:207-332;1.10.510.10:333-539;1.20.930.20:9-129	SSF56112:230-530	SM00220:246-530	PS50011:246-537	cd21037:23-142	
