GCA_904849725.1_LR890097.1_000181.1	IPR036537,IPR045766	IPR000719,IPR011009	SUPERFAMILY_IPR011009:589-926;Pfam_IPR000719:612-922;Pfam_IPR000719:190-499;ProSiteProfiles_IPR000719:187-509;SUPERFAMILY_IPR011009:168-504;SMART_IPR000719:187-509;SMART_IPR000719:609-931;Pfam_IPR045766:24-133;Gene3D_IPR036537:17-120;ProSiteProfiles_IPR000719:609-931	PF00069:612-922;PF00069:190-499;PF19584:24-133	3.30.200.20:573-683;3.30.200.20:152-261;1.20.930.20:17-120;1.10.510.10:298-512;1.10.510.10:720-934	SSF56112:589-926;SSF56112:168-504	SM00220:187-509;SM00220:609-931	PS50011:187-509;PS50011:609-931	cd21037:21-133	
GCA_904849725.1_LR890098.1_005929.1	IPR010632	IPR000719,IPR011009	Pfam_IPR010632:23-231;ProSiteProfiles_IPR000719:223-499;Pfam_IPR001245:265-491;SUPERFAMILY_IPR011009:230-501	PF06760:23-231;PF07714:265-491	1.10.510.10:236-513	SSF56112:230-501		PS50011:223-499		
GCA_904849725.1_LR890102.1_004975.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:22-136;Pfam_IPR000719:240-504;SMART_IPR000719:239-508;SUPERFAMILY_IPR011009:220-508;ProSiteProfiles_IPR000719:239-515;Pfam_IPR045766:33-152	PF00069:240-504;PF19584:33-152	1.20.930.20:22-136;3.30.200.20:200-311;1.10.510.10:312-521	SSF56112:220-508	SM00220:239-508	PS50011:239-515	cd21037:30-154;cd14066:245-508	
GCA_904849725.1_LR890098.1_003125.1	IPR036537	IPR000719,IPR011009	SMART_IPR000719:202-456;SUPERFAMILY_IPR011009:187-468;Gene3D_IPR036537:4-124;Pfam_IPR001245:238-454;ProSiteProfiles_IPR000719:202-463	PF07714:238-454	1.20.930.20:4-124;3.30.200.20:172-269;1.10.510.10:270-465	SSF56112:187-468	SM00220:202-456	PS50011:202-463	cd21037:10-137	
GCA_904849725.1_LR890100.1_004378.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR045766:24-143;Pfam_IPR000719:186-405;Gene3D_IPR036537:13-125;ProSiteProfiles_IPR000719:185-443;SUPERFAMILY_IPR011009:161-469	PF19584:24-143;PF00069:186-405	1.10.510.10:261-475;1.20.930.20:13-125;3.30.200.20:153-260	SSF56112:161-469		PS50011:185-443	cd21037:21-149	
GCA_904849725.1_LR890098.1_007473.1	IPR036537	IPR000719,IPR011009	Gene3D_IPR036537:64-142;Pfam_IPR001245:149-228;ProSiteProfiles_IPR000719:119-239;SUPERFAMILY_IPR011009:145-223	PF07714:149-228	1.20.930.20:64-142;3.30.200.20:143-206	SSF56112:145-223		PS50011:119-239		
GCA_904849725.1_LR890102.1_004970.1	IPR036537,IPR045766	IPR000719,IPR011009	SUPERFAMILY_IPR011009:230-529;Gene3D_IPR036537:22-135;Pfam_IPR045766:33-153;SMART_IPR000719:245-507;ProSiteProfiles_IPR000719:245-519;Pfam_IPR000719:246-510	PF19584:33-153;PF00069:246-510	1.20.930.20:22-135;1.10.510.10:318-526;3.30.200.20:207-317	SSF56112:230-529	SM00220:245-507	PS50011:245-519	cd21037:30-153;cd14066:251-515	
GCA_904849725.1_LR890096.1_002984.1	IPR010632	IPR000719,IPR011009	ProSiteProfiles_IPR000719:231-535;Pfam_IPR001245:274-527;Pfam_IPR010632:22-232;SUPERFAMILY_IPR011009:239-535	PF07714:274-527;PF06760:22-232	1.10.510.10:252-541	SSF56112:239-535		PS50011:231-535		
GCA_904849725.1_LR890097.1_000180.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR045766:71-181;ProSiteProfiles_IPR000719:234-544;Gene3D_IPR036537:66-168;Pfam_IPR000719:236-535;SUPERFAMILY_IPR011009:216-539	PF19584:71-181;PF00069:236-535	3.30.200.20:208-308;1.10.510.10:334-550;1.20.930.20:66-168	SSF56112:216-539		PS50011:234-544	cd21037:68-180	
GCA_904849725.1_LR890098.1_004510.1	IPR036537	IPR000719,IPR011009	SUPERFAMILY_IPR011009:250-527;SMART_IPR000719:264-515;Pfam_IPR001245:305-513;ProSiteProfiles_IPR000719:264-521;Gene3D_IPR036537:2-122	PF07714:305-513	1.10.510.10:332-525;3.30.200.20:238-330;1.20.930.20:2-122	SSF56112:250-527	SM00220:264-515	PS50011:264-521	cd21037:9-123	
