GCA_018294505.1_CM031186.1_007799.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:134-491;Pfam_IPR000719:201-421;Gene3D_IPR036537:15-121;Pfam_IPR045766:24-133;SUPERFAMILY_IPR011009:163-487	PF00069:201-421;PF19584:24-133	3.30.200.20:150-259;1.10.510.10:284-505;1.20.930.20:15-121	SSF56112:163-487		PS50011:134-491	cd21037:21-133	
GCA_018294505.1_CM031184.1_000120.1	IPR036537	IPR000719,IPR011009	ProSiteProfiles_IPR000719:216-564;Pfam_IPR000719:398-494;SUPERFAMILY_IPR011009:365-567;Gene3D_IPR036537:10-120	PF00069:398-494	1.20.930.20:10-120;1.10.510.10:373-570	SSF56112:365-567		PS50011:216-564	cd21037:18-132	
GCA_018294505.1_CM031184.1_000126.1	IPR036537	IPR000719,IPR011009	Gene3D_IPR027417:212-370;ProSiteProfiles_IPR000719:1378-1642;Pfam_IPR002182:229-450;Gene3D_IPR032675:568-945;Pfam_IPR001245:1383-1573;SUPERFAMILY_IPR011009:1356-1632;SUPERFAMILY_IPR027417:217-484;Gene3D_IPR036537:1212-1321;Gene3D_IPR036537:1058-1169;Gene3D_IPR036388:465-561;Pfam_IPR041118:12-101;Gene3D_IPR042197:381-459	PF00931:229-450;PF07714:1383-1573;PF18052:12-101	1.10.510.10:1457-1640;3.40.50.300:212-370;3.30.200.20:1352-1454;3.80.10.10:568-945;1.20.930.20:1212-1321;1.20.930.20:1058-1169;1.20.5.4130:11-126;1.10.10.10:465-561;1.10.8.430:381-459	SSF52058:549-934;SSF56112:1356-1632;SSF52540:217-484		PS50011:1378-1642	cd21037:1064-1169;cd21037:1217-1309	PR00364:718-734;PR00364:248-263;PR00364:320-334;PR00364:417-431
GCA_018294505.1_CM031179.1_009601.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:20-136;SMART_IPR000719:222-496;ProSiteProfiles_IPR000719:222-495;Pfam_IPR000719:223-488;SUPERFAMILY_IPR011009:206-504;Pfam_IPR045766:33-149	PF00069:223-488;PF19584:33-149	1.10.510.10:295-497;1.20.930.20:20-136;3.30.200.20:186-294	SSF56112:206-504	SM00220:222-496	PS50011:222-495	cd21037:30-141	
GCA_018294505.1_CM031181.1_005710.1	IPR036537	IPR000719,IPR011009	ProSiteProfiles_IPR000719:207-439;Pfam_IPR001245:211-420;Gene3D_IPR036537:37-140;SUPERFAMILY_IPR011009:198-423	PF07714:211-420	3.30.200.20:182-282;1.10.510.10:285-439;1.20.930.20:37-140	SSF56112:198-423		PS50011:207-439	cd21037:41-148	
GCA_018294505.1_CM031197.1_009794.1	IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:227-502;SUPERFAMILY_IPR011009:213-516;Pfam_IPR000719:228-493;Pfam_IPR045766:35-134;SMART_IPR000719:227-502	PF00069:228-493;PF19584:35-134	3.30.200.20:188-300;1.10.510.10:301-514	SSF56112:213-516	SM00220:227-502	PS50011:227-502	cd21037:32-138	
GCA_018294505.1_CM031179.1_011446.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR045766:33-145;SMART_IPR000719:228-497;ProSiteProfiles_IPR000719:228-507;Pfam_IPR000719:229-494;Gene3D_IPR036537:22-135;SUPERFAMILY_IPR011009:213-510	PF19584:33-145;PF00069:229-494	3.30.200.20:191-300;1.10.510.10:301-507;1.20.930.20:22-135	SSF56112:213-510	SM00220:228-497	PS50011:228-507	cd21037:30-140	
GCA_018294505.1_CM031180.1_000255.1	IPR036537	IPR000719,IPR011009	ProSiteProfiles_IPR000719:224-513;Gene3D_IPR036537:1-116;Pfam_IPR000719:225-498;SMART_IPR000719:224-502;SUPERFAMILY_IPR011009:205-510	PF00069:225-498	3.30.200.20:198-296;1.20.930.20:1-116;1.10.510.10:316-520	SSF56112:205-510	SM00220:224-502	PS50011:224-513	cd21037:9-115	
GCA_018294505.1_CM031186.1_000089.1	IPR036537	IPR000719,IPR011009	ProSiteProfiles_IPR000719:173-314;SUPERFAMILY_IPR011009:150-237;Gene3D_IPR036537:11-123;Pfam_IPR001245:177-236	PF07714:177-236	3.30.200.20:148-241;1.20.930.20:11-123	SSF56112:150-237		PS50011:173-314	cd21037:18-130	
GCA_018294505.1_CM031182.1_007202.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:15-118;Pfam_IPR001245:176-389;Pfam_IPR045766:19-127;SUPERFAMILY_IPR011009:154-453;ProSiteProfiles_IPR000719:171-458	PF07714:176-389;PF19584:19-127	3.30.200.20:145-249;1.20.930.20:15-118;1.10.510.10:252-474	SSF56112:154-453		PS50011:171-458	cd21037:16-131	
GCA_018294505.1_CM031196.1_007949.1	IPR036537,IPR045766	IPR000719,IPR011009	SMART_IPR000719:241-515;Pfam_IPR000719:242-507;ProSiteProfiles_IPR000719:241-526;SUPERFAMILY_IPR011009:222-510;Gene3D_IPR036537:22-136;Pfam_IPR045766:33-152	PF00069:242-507;PF19584:33-152	3.30.200.20:199-313;1.20.930.20:22-136;1.10.510.10:314-519	SSF56112:222-510	SM00220:241-515	PS50011:241-526	cd21037:30-154;cd14066:247-510	
GCA_018294505.1_JAGHKL010001226.1_000001.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR001245:195-258;ProSiteProfiles_IPR000719:142-279;SUPERFAMILY_IPR011009:193-271;Pfam_IPR045766:24-142;Gene3D_IPR036537:5-129	PF07714:195-258;PF19584:24-142	3.30.200.20:187-250;1.20.930.20:5-129	SSF56112:193-271		PS50011:142-279	cd21037:23-146	
GCA_018294505.1_CM031179.1_011449.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR000719:208-484;SUPERFAMILY_IPR011009:191-500;ProSiteProfiles_IPR000719:207-493;SMART_IPR000719:207-447;Pfam_IPR045766:33-159;Gene3D_IPR036537:20-136	PF00069:208-484;PF19584:33-159	3.30.200.20:170-279;1.10.510.10:280-502;1.20.930.20:20-136	SSF56112:191-500	SM00220:207-447	PS50011:207-493	cd21037:30-141	
GCA_018294505.1_CM031181.1_012756.1	IPR036537,IPR045766	IPR000719,IPR011009	SUPERFAMILY_IPR011009:163-492;ProSiteProfiles_IPR000719:181-495;Gene3D_IPR036537:17-121;Pfam_IPR045766:24-129;Pfam_IPR000719:186-488	PF19584:24-129;PF00069:186-488	1.20.930.20:17-121;1.10.510.10:287-507;3.30.200.20:150-250	SSF56112:163-492		PS50011:181-495	cd21037:21-133	
GCA_018294505.1_CM031179.1_006413.1	IPR010632	IPR000719,IPR011009	Pfam_IPR001245:271-525;ProSiteProfiles_IPR000719:228-533;Pfam_IPR010632:22-229;SUPERFAMILY_IPR011009:236-533	PF07714:271-525;PF06760:22-229	1.10.510.10:249-543	SSF56112:236-533		PS50011:228-533		
GCA_018294505.1_CM031187.1_004518.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:1-116;Pfam_IPR000719:276-548;ProSiteProfiles_IPR000719:273-557;SMART_IPR000719:273-551;Pfam_IPR045766:19-117;SUPERFAMILY_IPR011009:253-558	PF00069:276-548;PF19584:19-117	1.20.930.20:1-116;1.10.510.10:365-573;3.30.200.20:248-345	SSF56112:253-558	SM00220:273-551	PS50011:273-557	cd21037:9-121	
GCA_018294505.1_CM031182.1_007203.1	IPR036537	IPR000719,IPR011009	ProSiteProfiles_IPR000719:181-464;SUPERFAMILY_IPR011009:169-460;Gene3D_IPR036537:15-121;Pfam_IPR001245:183-460	PF07714:183-460	1.10.510.10:262-471;1.20.930.20:15-121;3.30.200.20:147-259	SSF56112:169-460		PS50011:181-464	cd21037:21-133	
GCA_018294505.1_CM031184.1_012011.1	IPR036537	IPR000719,IPR011009	Gene3D_IPR036537:17-124;SUPERFAMILY_IPR011009:158-450;ProSiteProfiles_IPR000719:182-454;Pfam_IPR000719:186-447	PF00069:186-447	1.20.930.20:17-124;3.30.200.20:152-257;1.10.510.10:258-463	SSF56112:158-450		PS50011:182-454	cd21037:23-117	
GCA_018294505.1_CM031198.1_010604.1	IPR036537,IPR045766	IPR000719,IPR011009	SMART_IPR000719:231-462;Pfam_IPR045766:33-151;Pfam_IPR001245:236-449;Gene3D_IPR036537:22-136;ProSiteProfiles_IPR000719:231-464;SUPERFAMILY_IPR011009:215-454	PF19584:33-151;PF07714:236-449	3.30.200.20:193-303;1.20.930.20:22-136;1.10.510.10:304-463	SSF56112:215-454	SM00220:231-462	PS50011:231-464	cd21037:30-141	
