GCA_000005505.4_CM000883.3_004785.1	IPR036537	IPR000719,IPR011009	ProSiteProfiles_IPR000719:197-470;Gene3D_IPR036537:5-130;SUPERFAMILY_IPR011009:176-455;Pfam_IPR000719:277-450	PF00069:277-450	1.20.930.20:5-130;3.30.200.20:167-265;1.10.510.10:266-463	SSF56112:176-455		PS50011:197-470	cd21037:13-148	
GCA_000005505.4_CM000883.3_004780.1	IPR036537	IPR000719,IPR011009	ProSiteProfiles_IPR000719:196-475;Pfam_IPR000719:207-468;Gene3D_IPR036537:11-125;SUPERFAMILY_IPR011009:181-471	PF00069:207-468	1.10.510.10:275-479;1.20.930.20:11-125;3.30.200.20:167-272	SSF56112:181-471		PS50011:196-475	cd21037:17-135	
GCA_000005505.4_CM000883.3_004799.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR000719:246-495;SUPERFAMILY_IPR011009:226-499;ProSiteProfiles_IPR000719:244-504;SMART_IPR000719:244-504;Gene3D_IPR036537:1-117;Pfam_IPR045766:14-133	PF00069:246-495;PF19584:14-133	3.30.200.20:204-325;1.10.510.10:333-508;1.20.930.20:1-117	SSF56112:226-499	SM00220:244-504	PS50011:244-504	cd21037:11-134	
GCA_000005505.4_CM000883.3_000690.1	IPR036537	IPR000719,IPR011009	SUPERFAMILY_IPR011009:188-480;ProSiteProfiles_IPR000719:519-787;ProSiteProfiles_IPR000719:204-489;Pfam_IPR001245:522-778;Pfam_IPR000719:206-478;Gene3D_IPR036537:21-127;SUPERFAMILY_IPR011009:498-781	PF07714:522-778;PF00069:206-478	3.30.200.20:502-596;3.30.200.20:169-273;1.10.510.10:294-501;1.10.510.10:597-802;1.20.930.20:21-127	SSF56112:188-480;SSF56112:498-781		PS50011:519-787;PS50011:204-489	cd21037:29-97	
GCA_000005505.4_CM000883.3_000703.1	IPR036537	IPR000719,IPR011009	Pfam_IPR000719:201-459;SUPERFAMILY_IPR011009:167-463;Gene3D_IPR036537:6-125;ProSiteProfiles_IPR000719:190-470	PF00069:201-459	1.10.510.10:267-471;3.30.200.20:160-266;1.20.930.20:6-125	SSF56112:167-463		PS50011:190-470	cd21037:12-138	
GCA_000005505.4_CM000883.3_004784.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR045766:95-207;ProSiteProfiles_IPR000719:259-554;Pfam_IPR000719:261-480;Gene3D_IPR036537:88-193;SMART_IPR000719:259-554;SUPERFAMILY_IPR011009:240-547	PF19584:95-207;PF00069:261-480	3.30.200.20:223-352;1.10.510.10:353-557;1.20.930.20:88-193	SSF56112:240-547	SM00220:259-554	PS50011:259-554	cd21037:92-206	
GCA_000005505.4_CM000881.3_004676.1	IPR010632	IPR000719,IPR011009	SUPERFAMILY_IPR011009:269-516;Pfam_IPR001245:270-502;ProSiteProfiles_IPR000719:228-510;Pfam_IPR010632:23-236	PF07714:270-502;PF06760:23-236	1.10.510.10:250-533	SSF56112:269-516		PS50011:228-510		
GCA_000005505.4_CM000883.3_000712.1	IPR036537	IPR011009	Gene3D_IPR036537:10-125;SUPERFAMILY_IPR011009:165-235		1.20.930.20:10-125;3.30.200.20:146-242	SSF56112:165-235			cd21037:13-140	
GCA_000005505.4_CM000883.3_004787.1	IPR036537	IPR000719,IPR011009	Pfam_IPR000719:196-448;SUPERFAMILY_IPR011009:177-453;ProSiteProfiles_IPR000719:195-468;Gene3D_IPR036537:5-126	PF00069:196-448	1.10.510.10:264-461;3.30.200.20:170-263;1.20.930.20:5-126	SSF56112:177-453		PS50011:195-468	cd21037:13-144	
GCA_000005505.4_CM000883.3_004988.1	IPR036537,IPR045766	IPR000719,IPR011009	ProSiteProfiles_IPR000719:194-482;SUPERFAMILY_IPR011009:180-480;Gene3D_IPR036537:8-124;Pfam_IPR000719:199-410;Pfam_IPR045766:20-141	PF00069:199-410;PF19584:20-141	3.30.200.20:168-274;1.10.510.10:275-485;1.20.930.20:8-124	SSF56112:180-480		PS50011:194-482	cd21037:19-144	
GCA_000005505.4_CM000883.3_000699.1	IPR036537,IPR045766	IPR000719,IPR011009	SMART_IPR000719:192-474;Pfam_IPR045766:24-127;ProSiteProfiles_IPR000719:192-471;Gene3D_IPR036537:18-122;Pfam_IPR000719:194-461;SUPERFAMILY_IPR011009:168-467	PF19584:24-127;PF00069:194-461	3.30.200.20:163-268;1.20.930.20:18-122;1.10.510.10:269-485	SSF56112:168-467	SM00220:192-474	PS50011:192-471	cd21037:21-135	
GCA_000005505.4_CM000883.3_004803.1	IPR036537	IPR000719,IPR011009	ProSiteProfiles_IPR000719:1-425;Pfam_IPR000719:259-416;SUPERFAMILY_IPR011009:215-426;Gene3D_IPR036537:2-122;SMART_IPR000719:228-418	PF00069:259-416	1.20.930.20:2-122;3.30.200.20:190-247;1.10.510.10:248-424	SSF56112:215-426	SM00220:228-418	PS50011:1-425	cd21037:11-111	
