GCA_019359835.1_CM033323.1_002892.1	IPR010632	IPR000719,IPR011009	SUPERFAMILY_IPR011009:226-511;ProSiteProfiles_IPR000719:211-509;Pfam_IPR001245:266-501;Pfam_IPR010632:21-229	PF07714:266-501;PF06760:21-229	1.10.510.10:242-513	SSF56112:226-511		PS50011:211-509		
GCA_019359835.1_CM033329.1_000079.1	IPR036537,IPR045766	IPR000719,IPR011009	SMART_IPR000719:276-565;Pfam_IPR045766:24-140;ProSiteProfiles_IPR000719:276-565;Pfam_IPR000719:278-555;SUPERFAMILY_IPR011009:259-574;Gene3D_IPR036537:19-124	PF19584:24-140;PF00069:278-555	3.30.200.20:238-354;1.20.930.20:19-124;1.10.510.10:355-569	SSF56112:259-574	SM00220:276-565	PS50011:276-565	cd14066:282-561;cd21037:21-144	
GCA_019359835.1_CM033329.1_002263.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR045766:23-144;SUPERFAMILY_IPR011009:221-502;Gene3D_IPR036537:17-128;Pfam_IPR000719:243-500;ProSiteProfiles_IPR000719:238-518	PF19584:23-144;PF00069:243-500	1.20.930.20:17-128;3.30.200.20:204-309;1.10.510.10:310-518	SSF56112:221-502		PS50011:238-518	cd21037:20-144	
GCA_019359835.1_CM033319.1_001180.1	IPR010632	IPR000719,IPR011009	SUPERFAMILY_IPR011009:227-515;ProSiteProfiles_IPR000719:213-515;Pfam_IPR010632:23-225;Pfam_IPR001245:262-507	PF06760:23-225;PF07714:262-507	1.10.510.10:241-524	SSF56112:227-515		PS50011:213-515		
GCA_019359835.1_CM033329.1_002259.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:6-125;ProSiteProfiles_IPR000719:262-542;Pfam_IPR045766:18-141;Pfam_IPR000719:270-524;SUPERFAMILY_IPR011009:248-526	PF19584:18-141;PF00069:270-524	1.20.930.20:6-125;1.10.510.10:334-542;3.30.200.20:227-333	SSF56112:248-526		PS50011:262-542	cd21037:18-140	
GCA_019359835.1_CM033329.1_000077.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR045766:24-134;SUPERFAMILY_IPR011009:218-512;ProSiteProfiles_IPR000719:236-517;Pfam_IPR000719:238-508;Gene3D_IPR036537:19-124;SMART_IPR000719:236-517	PF19584:24-134;PF00069:238-508	3.30.200.20:205-314;1.20.930.20:19-124;1.10.510.10:315-521	SSF56112:218-512	SM00220:236-517	PS50011:236-517	cd14066:242-512;cd21037:21-144	
GCA_019359835.1_CM033329.1_000073.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:125-235;Pfam_IPR045766:130-242;ProSiteProfiles_IPR000719:291-545;Pfam_IPR000719:323-509;SUPERFAMILY_IPR011009:265-514	PF19584:130-242;PF00069:323-509	1.20.930.20:125-235;1.10.510.10:381-538;3.30.200.20:255-379	SSF56112:265-514		PS50011:291-545	cd21037:130-244	
GCA_019359835.1_CM033329.1_002274.1	IPR036537,IPR045766	IPR000719,IPR011009	Gene3D_IPR036537:18-127;SMART_IPR000719:236-518;Pfam_IPR045766:24-140;Pfam_IPR000719:237-513;SUPERFAMILY_IPR011009:220-516;ProSiteProfiles_IPR000719:236-541;Pfam_IPR008808:24-122	PF19584:24-140;PF00069:237-513;PF05659:24-122	3.30.200.20:201-311;1.20.930.20:18-127;1.10.510.10:323-528	SSF56112:220-516	SM00220:236-518	PS50011:236-541	cd14066:242-517;cd21037:23-134	
GCA_019359835.1_CM033324.1_002796.1	IPR036537,IPR045766	IPR000719,IPR011009	Pfam_IPR000719:231-440;ProSiteProfiles_IPR000719:229-502;Pfam_IPR045766:24-140;SUPERFAMILY_IPR011009:212-503;SMART_IPR000719:229-474;Gene3D_IPR036537:8-128	PF00069:231-440;PF19584:24-140	1.10.510.10:301-507;3.30.200.20:190-300;1.20.930.20:8-128	SSF56112:212-503	SM00220:229-474	PS50011:229-502	cd14066:235-496;cd21037:22-143	
GCA_019359835.1_CM033329.1_002260.1	IPR036537,IPR045766	IPR000719,IPR011009	SUPERFAMILY_IPR011009:286-576;SMART_IPR000719:301-583;ProSiteProfiles_IPR000719:301-583;Pfam_IPR045766:26-141;Pfam_IPR000719:303-573;Gene3D_IPR036537:21-135	PF19584:26-141;PF00069:303-573	3.30.200.20:268-376;1.10.510.10:377-584;1.20.930.20:21-135	SSF56112:286-576	SM00220:301-583	PS50011:301-583	cd21037:23-131	
