GCA_018294505.1_CM031179.1_012705.1	CM031179.1:18379245-18382480(-)	GCA_018294505.1_CM031179.1_000328.1	CM031179.1:18384069-18386703(+)	<- MLKL NLR ->	1589
GCA_018294505.1_CM031180.1_000255.1	CM031180.1:12064527-12068129(+)	GCA_018294505.1_CM031180.1_013693.1	CM031180.1:12058891-12062100(-)	<- MLKL NLR ->	2427
GCA_018294505.1_CM031180.1_000255.1	CM031180.1:12064527-12068129(+)	GCA_018294505.1_CM031180.1_000256.1	CM031180.1:12079305-12082196(+)	MLKL -> NLR ->	11176
GCA_018294505.1_CM031181.1_012755.1	CM031181.1:14749425-14751088(-)	GCA_018294505.1_CM031181.1_000277.1	CM031181.1:14754843-14760746(+)	<- MLKL NLR ->	3755
GCA_018294505.1_CM031181.1_012755.1	CM031181.1:14749425-14751088(-)	GCA_018294505.1_CM031181.1_000278.1	CM031181.1:14761144-14778984(+)	<- MLKL NLR ->	10056
GCA_018294505.1_CM031181.1_012754.1	CM031181.1:14784237-14786086(-)	GCA_018294505.1_CM031181.1_000278.1	CM031181.1:14761144-14778984(+)	MLKL -> <- NLR	5253
GCA_018294505.1_CM031182.1_016108.1	CM031182.1:19315550-19317454(-)	GCA_018294505.1_CM031182.1_000433.1	CM031182.1:19310689-19312727(+)	MLKL -> <- NLR	2823
GCA_018294505.1_CM031184.1_012010.1	CM031184.1:8367493-8368962(-)	GCA_018294505.1_CM031184.1_012009.1	CM031184.1:8375981-8381627(-)	NLR -> MLKL ->	7019
GCA_018294505.1_CM031196.1_007949.1	CM031196.1:631141209-631145566(-)	GCA_018294505.1_CM031196.1_004971.1	CM031196.1:631137774-631139374(+)	MLKL -> <- NLR	1835
GCA_018294505.1_CM031197.1_009804.1	CM031197.1:593581599-593585496(-)	GCA_018294505.1_CM031197.1_005002.1	CM031197.1:593578043-593580774(+)	MLKL -> <- NLR	825
GCA_018294505.1_CM031197.1_009802.1	CM031197.1:593594988-593598683(-)	GCA_018294505.1_CM031197.1_005002.1	CM031197.1:593578043-593580774(+)	MLKL -> <- NLR	14214
